Skoda,Superb,2019,11000,5,5,7,Diesel,150cv,400,Manual,ACAutomático,Usados,29990
BMW,525,2015,83950,5,7,6,Diesel,218cv,505,Manual,ACManual,Usados,27990
SEAT,Alhambra,2011,143000,5,5,6,Diesel,143cv,523,Manual,ACManual,Usados,13990
VW,PassatVariant,2015,76500,5,5,6,Diesel,120cv,1598,Manual,ACManual,Usados,17990
BMW,X1,2016,96700,5,5,6,Diesel,190cv,1991,Automática,ACManual,Usados,27990
BMW,520,2009,182000,5,4,6,Diesel,177cv,1995,Manual,ACManual,Usados,13000
Audi,A7,2017,50000,2,7,6,Diesel,320cv,1500,Manual,ACManual,Usados,59990
BMW,320,2011,189000,5,5,6,Diesel,184cv,1598,Manual,ACManual,Usados,23250
Lancia,Thema,2013,63500,5,5,7,Diesel,240cv,1496,Manual,ACAutomático,Usados,27990
BMW,320,2014,152746,4,5,7,Diesel,163cv,1600,Manual,ACManual,Usados,18990
Audi,Q5,2009,177000,5,4,6,Diesel,170cv,1461,Manual,ACIndependente,Usados,16990
Jaguar,XE,2016,146797,5,5,6,Diesel,163cv,1364,Manual,ACAutomático,Usados,20990
Nissan,Qashqai,2018,73400,5,5,6,Diesel,110cv,1686,Manual,ACIndependente,Usados,21350
BMW,320,2017,140254,5,5,7,Diesel,190cv,1199,Manual,ACAutomático,Usados,24950
Peugeot,3008,2017,140898,5,5,6,Diesel,120cv,2143,Automática,ACAutomático,Usados,22990
Audi,A5Sportback,2017,110742,5,5,5,Diesel,190cv,3000,Manual,ACAutomático,Usados,34500
Renault,ClioSportTourer,2015,115609,5,5,6,Diesel,90cv,1600,Manual,ACIndependente,Usados,11750
Renault,MéganeSportTourer,2016,51354,5,5,7,Diesel,110cv,1560,Manual,ACAutomático,Usados,12950
Mercedes-Benz,CLA180,2015,143330,5,5,6,Diesel,109cv,1199,Manual,ACAutomático,Usados,21990
Mercedes-Benz,C180,2015,82171,5,5,6,Diesel,116cv,1461,Manual,ACAutomático,Usados,20990
Peugeot,308SW,2016,150251,5,4,7,Diesel,120cv,1000,Manual,ACAutomático,Usados,14990
Peugeot,3008,2017,158566,5,4,8,Diesel,120cv,1598,Manual,ACAutomático,Usados,21990
BMW,i3,2014,115069,5,5,6,Híbrido(Gasolina),102cv,1500,Manual,ACManual,Usados,15990
AlfaRomeo,Giulietta,2010,86000,5,5,8,Gasolina,170cv,1968,Automática,ACAutomático,Usados,13950
BMW,i3,2014,49851,5,5,5,Eléctrico,102cv,492,Manual,ACManual,Usados,15990
Opel,Corsa,2017,82095,5,7,6,Diesel,95cv,400,Manual,ACAutomático,Usados,8999
BMW,216ActiveTourer,2015,157417,5,5,6,Diesel,116cv,505,Manual,ACManual,Usados,14990
Renault,MéganeBreak,2014,161300,5,5,6,Diesel,90cv,523,Manual,ACManual,Usados,10990
VW,Sharan,2018,58000,5,5,6,Diesel,150cv,1598,Manual,ACManual,Usados,30990
Peugeot,308SW,2018,35546,5,5,5,Diesel,120cv,1991,Automática,ACManual,Usados,19990
Peugeot,3008,2019,19148,5,4,6,Diesel,130cv,1995,Manual,ACManual,Usados,30990
Peugeot,308SW,2015,63492,5,5,6,Diesel,92cv,1500,Manual,ACManual,Usados,13999
Citroën,C4,2013,114692,3,5,5,Diesel,112cv,1598,Manual,ACManual,Usados,10450
AlfaRomeo,MiTo,2014,92257,5,5,6,Gasolina,105cv,1598,Manual,ACManual,Usados,10000
Renault,Clio,2014,83454,5,5,6,Diesel,90cv,1598,Manual,ACManual,Usados,11250
BMW,116,2014,135000,5,5,6,Diesel,116cv,4000,Manual,ACIndependente,Usados,14250
Mercedes-Benz,Citan,2015,105450,5,5,5,Diesel,75cv,1496,Manual,ACAutomático,Usados,14950
Citroën,C3,2013,114050,5,5,5,Diesel,70cv,1600,Manual,ACManual,Usados,9450
Smart,ForTwo,2016,29654,3,2,5,Gasolina,90cv,1461,Manual,ACIndependente,Usados,10950
Nissan,X-Trail,2015,124315,5,7,5,Diesel,130cv,1364,Manual,ACAutomático,Usados,20450
BMW,320,2012,129174,2,4,5,Diesel,184cv,1686,Manual,ACIndependente,Usados,21500
VW,Up!,2016,27113,3,4,5,Gasolina,60cv,1199,Manual,ACAutomático,Usados,8250
Renault,ClioSportTourer,2016,97906,5,4,5,Diesel,90cv,2143,Automática,ACAutomático,Usados,11650
Fiat,500,2017,37996,3,4,8,Gasolina,69cv,3000,Manual,ACAutomático,Usados,11350
Skoda,FabiaBreak,2010,222000,5,7,6,Diesel,90cv,1600,Manual,ACIndependente,Usados,4990
Citroën,C1,2014,50862,4,7,6,Gasolina,68cv,1560,Manual,ACAutomático,Usados,7350
BMW,X5,2018,41650,5,5,6,Diesel,231cv,1199,Manual,ACAutomático,Usados,64750
Audi,A4Avant,2010,187000,5,5,6,Diesel,143cv,1461,Manual,ACAutomático,Usados,11500
Opel,Corsa,2010,169704,5,5,6,Diesel,95cv,1000,Manual,ACAutomático,Usados,4500
Mitsubishi,Pajero,2000,149000,5,5,5,Diesel,165cv,1598,Manual,ACAutomático,Usados,15000
BMW,320,2010,278000,4,5,5,Diesel,163cv,1500,Manual,ACManual,Usados,12950
Peugeot,308SW,2015,155381,5,5,7,Diesel,120cv,1968,Automática,ACAutomático,Usados,12990
Renault,Mégane,2017,90237,5,5,7,Diesel,110cv,492,Manual,ACManual,Usados,14990
Peugeot,308SW,2015,153804,5,5,7,Diesel,120cv,400,Manual,ACAutomático,Usados,11990
Ford,C-Max,2018,31152,5,5,6,Diesel,120cv,505,Manual,ACManual,Usados,18900
Nissan,Micra,2017,42895,5,5,7,Diesel,90cv,523,Manual,ACManual,Usados,12999
MINI,One,2015,144135,5,5,6,Diesel,95cv,1598,Manual,ACManual,Usados,13990
BMW,X5,2008,198000,4,5,7,Diesel,235cv,1991,Automática,ACManual,Usados,21950
Mercedes-Benz,CLA180,2018,39000,5,5,5,Diesel,109cv,1995,Manual,ACManual,Usados,32500
Mercedes-Benz,A180,2019,5000,5,1,6,Diesel,116cv,1500,Manual,ACManual,Usados,34500
Nissan,Qashqai,2019,13000,5,5,6,Diesel,110cv,1496,Manual,ACAutomático,Usados,29500
Mercedes-Benz,A180,2020,16000,5,5,7,Diesel,116cv,1600,Manual,ACManual,Usados,36500
Mercedes-Benz,A160,2019,17000,5,5,6,Gasolina,109cv,1461,Manual,ACIndependente,Usados,22800
Mercedes-Benz,CLA180,2019,4000,4,5,7,Diesel,116cv,1364,Manual,ACAutomático,Usados,36400
Audi,TT,2013,55034,2,4,6,Diesel,170cv,1686,Manual,ACIndependente,Usados,25850
Mercedes-Benz,A180,2016,45000,5,5,6,Diesel,110cv,1199,Manual,ACAutomático,Usados,18500
BMW,i3,2018,14084,5,4,5,Eléctrico,170cv,2143,Automática,ACAutomático,Usados,27350
Nissan,Juke,2013,98100,5,5,6,Diesel,110cv,3000,Manual,ACAutomático,Usados,11350
Citroën,C4Cactus,2016,137000,5,5,5,Diesel,100cv,1600,Manual,ACIndependente,Usados,12990
Peugeot,308SW,2015,111000,5,5,6,Diesel,120cv,1560,Manual,ACAutomático,Usados,13500
Opel,CrosslandX,2019,25166,5,5,5,Gasolina,83cv,1199,Manual,ACAutomático,Usados,15990
Mercedes-Benz,C200,2015,126000,5,5,6,Diesel,136cv,1461,Manual,ACAutomático,Usados,20900
Nissan,Micra,2019,23954,5,5,7,Gasolina,100cv,1000,Manual,ACAutomático,Usados,12990
Audi,Q2,2017,75800,5,5,6,Diesel,116cv,1598,Manual,ACAutomático,Usados,24350
Mercedes-Benz,C200,2015,65041,4,5,6,Diesel,136cv,1500,Manual,ACManual,Usados,25990
Renault,Mégane,2019,22708,5,5,6,Diesel,110cv,1968,Automática,ACAutomático,Usados,20850
Mercedes-Benz,A180,2018,40,5,5,6,Diesel,116cv,492,Manual,ACManual,Usados,32750
Jeep,Compass,2018,37954,5,5,6,Diesel,120cv,400,Manual,ACAutomático,Usados,26500
Renault,Mégane,2016,107000,5,5,6,Diesel,110cv,505,Manual,ACManual,Usados,13500
BMW,216GranTourer,2015,106000,5,7,6,Diesel,116cv,523,Manual,ACManual,Usados,17250
Volvo,V40,2019,23000,5,5,6,Diesel,150cv,1598,Manual,ACManual,Usados,27500
Volvo,V40,2019,23000,5,5,5,Diesel,150cv,1991,Automática,ACManual,Usados,21900
Volvo,V40,2019,26000,5,5,6,Diesel,150cv,1995,Manual,ACManual,Usados,28500
Volvo,V40,2019,27000,5,5,6,Diesel,150cv,1500,Manual,ACManual,Usados,28500
SEAT,Ibiza,2020,10,5,5,6,Gasolina,95cv,1598,Manual,ACManual,Usados,20500
Volvo,V40CrossCountry,2018,18000,5,5,7,Diesel,150cv,1598,Manual,ACManual,Usados,21900
SEAT,LeonST,2017,137000,5,5,6,Diesel,115cv,1598,Manual,ACManual,Usados,17500
Renault,Clio,2017,84612,5,5,5,Diesel,90cv,1496,Manual,ACAutomático,Usados,12490
BMW,316,2016,56000,5,5,6,Diesel,116cv,1600,Manual,ACManual,Usados,28500
Volvo,V40,2019,26000,5,5,5,Diesel,150cv,1461,Manual,ACIndependente,Usados,25500
Opel,Corsa,2019,20,5,5,6,Gasolina,90cv,1364,Manual,ACAutomático,Usados,14900
Renault,ClioSportTourer,2020,10,5,5,6,Gasolina,90cv,1686,Manual,ACIndependente,Usados,15800
Renault,ClioSportTourer,2020,10,5,5,5,Gasolina,90cv,1199,Manual,ACAutomático,Usados,14800
Mercedes-Benz,A180,2013,152000,5,5,8,Diesel,109cv,2143,Automática,ACAutomático,Usados,17900
BMW,116,2015,118000,5,5,8,Diesel,116cv,3000,Manual,ACAutomático,Usados,18900
Ford,Kuga,2017,27751,5,5,6,Diesel,120cv,1600,Manual,ACIndependente,Usados,23950
BMW,116,2020,200,5,5,6,Diesel,116cv,1560,Manual,ACAutomático,Usados,28500
SEAT,LeonST,2016,67000,5,5,5,Diesel,110cv,1199,Manual,ACAutomático,Usados,16500
Volvo,XC60,2020,200,5,5,7,Diesel,190cv,1461,Manual,ACAutomático,Usados,64000
Volvo,XC40,2020,800,5,5,6,Gasolina,163cv,1000,Manual,ACAutomático,Usados,44000
Volvo,XC40,2020,500,5,5,8,Gasolina,163cv,1598,Manual,ACAutomático,Usados,42000
Audi,A4Avant,2009,194000,5,5,5,Diesel,143cv,1500,Manual,ACManual,Usados,14500
Peugeot,208,2019,16000,5,5,6,Gasolina,82cv,1968,Automática,ACAutomático,Usados,14900
Mercedes-Benz,CLA180,2018,32000,4,5,5,Diesel,109cv,492,Manual,ACManual,Usados,27000
Volvo,XC40,2020,100,5,5,6,Gasolina,163cv,400,Manual,ACAutomático,Usados,34000
Volvo,XC40,2020,700,5,5,6,Gasolina,163cv,505,Manual,ACManual,Usados,43000
Ford,Focus,2019,24602,5,5,7,Diesel,120cv,523,Manual,ACManual,Usados,20990
Volvo,XC40,2020,600,5,5,8,Gasolina,163cv,1598,Manual,ACManual,Usados,42000
Renault,Clio,2019,24000,5,5,6,Gasolina,90cv,1991,Automática,ACManual,Usados,14900
BMW,316,2015,68000,5,5,5,Diesel,116cv,1995,Manual,ACManual,Usados,23500
BMW,116,2018,13000,5,5,6,Gasolina,109cv,1500,Manual,ACManual,Usados,21000
Mercedes-Benz,A180Limousine,2019,14000,4,5,6,Diesel,116cv,1598,Manual,ACManual,Usados,37500
BMW,520,2012,231000,5,5,6,Diesel,184cv,1598,Manual,ACManual,Usados,14999
Mercedes-Benz,A160,2020,100,5,5,6,Gasolina,109cv,1598,Manual,ACManual,Usados,27500
BMW,420GranCoupé,2019,50,5,5,7,Diesel,190cv,1496,Manual,ACAutomático,Usados,41500
Fiat,500C,2019,18531,3,4,5,Gasolina,69cv,1600,Manual,ACManual,Usados,13900
Nissan,Juke,2020,100,5,5,6,Gasolina,117cv,1461,Manual,ACIndependente,Usados,22500
Mercedes-Benz,CLA180,2019,16000,4,5,7,Diesel,116cv,1364,Manual,ACAutomático,Usados,42500
Mercedes-Benz,C220,2019,2000,3,4,7,Diesel,194cv,1686,Manual,ACIndependente,Usados,55000
Fiat,500C,2019,18031,3,4,5,Gasolina,69cv,1199,Manual,ACAutomático,Usados,14990
Mercedes-Benz,S300,2016,129000,4,4,7,Híbrido(Diesel),231cv,2143,Automática,ACAutomático,Usados,48500
VW,Up!,2016,35391,5,4,5,Gasolina,60cv,3000,Manual,ACAutomático,Usados,8950
Renault,Captur,2013,93000,5,5,6,Diesel,90cv,1600,Manual,ACIndependente,Usados,12900
Mercedes-Benz,E250,2010,123600,5,5,6,Diesel,204cv,1560,Manual,ACAutomático,Usados,19950
SEAT,LeonST,2016,135000,5,5,6,Diesel,110cv,1199,Manual,ACAutomático,Usados,15400
Volvo,V70,2010,225000,5,5,5,Diesel,109cv,1461,Manual,ACAutomático,Usados,12400
Mercedes-Benz,GLK200,2011,219000,5,5,8,Diesel,136cv,1000,Manual,ACAutomático,Usados,21900
Chevrolet,Cruze,2010,182000,4,5,8,Diesel,150cv,1598,Manual,ACAutomático,Usados,8500
