,Car_ID,Brand,Model,Year,Km,Doors,Seats,TransmissionNr,Fuel,Power,Cylinder Engine,Transmission,AC,Condition,Price
507,1454,Renault,Zoe,2018,216598,4,5,6,Eléctrico,92cv,1991,Automática,ACManual,Usados,15500
508,1455,Renault,ClioSportTourer,2016,168000,5,5,6,Diesel,90cv,1995,Manual,ACManual,Usados,11450
509,1456,SEAT,Ibiza,2001,209000,3,5,5,Gasolina,100cv,1500,Manual,ACManual,Usados,1650
510,1457,SEAT,IbizaST,2016,14114,5,5,5,Gasolina,75cv,1496,Manual,ACAutomático,Usados,10799
511,1458,Mercedes-Benz,CLK220,2007,240,2,4,6,Diesel,150cv,1600,Manual,ACManual,Usados,13000
512,1459,Renault,Kadjar,2020,10,5,5,6,Diesel,115cv,1461,Manual,ACIndependente,Usados,30700
513,146,VW,PassatVariant,2015,76500,5,5,6,Diesel,120cv,1598,Manual,ACManual,Usados,17990
514,1460,Peugeot,508SW,2012,150000,5,5,6,Diesel,140cv,1364,Manual,ACAutomático,Usados,14500
515,1461,Toyota,Auris,2014,75862,5,5,6,Diesel,90cv,1686,Manual,ACIndependente,Usados,13900
516,1462,Peugeot,207SW,2008,105000,5,5,5,Gasolina,95cv,1199,Manual,ACAutomático,Usados,4000
517,1463,BMW,X3,2016,77572,5,5,6,Diesel,190cv,2143,Automática,ACAutomático,Usados,34900
518,1464,Renault,GrandScénic,2015,120000,5,7,6,Diesel,110cv,3000,Manual,ACAutomático,Usados,13499
519,1465,Renault,Captur,2016,168000,5,5,8,Diesel,110cv,1600,Manual,ACIndependente,Usados,12990
520,1466,Citroën,C5,2005,195000,5,5,6,Diesel,109cv,1560,Manual,ACAutomático,Usados,3200
521,1467,Volvo,V60,2018,42074,5,5,5,Diesel,190cv,1199,Manual,ACAutomático,Usados,37500
522,1468,Peugeot,3008,2016,124528,5,5,8,Diesel,120cv,1461,Manual,ACAutomático,Usados,14900
523,1469,Renault,Clio,2017,133698,5,5,5,Diesel,90cv,1000,Manual,ACAutomático,Usados,11500
524,147,BMW,X1,2016,96700,5,5,6,Diesel,190cv,1991,Automática,ACManual,Usados,27990
525,1470,Porsche,Macan,2016,80194,5,4,5,Diesel,258cv,1598,Manual,ACAutomático,Usados,64900
526,1471,Citroën,C1,2016,101213,5,5,6,Gasolina,68cv,1500,Manual,ACManual,Usados,7950
527,1472,Ford,Fiesta,2015,120550,5,5,6,Gasolina,80cv,1968,Automática,ACAutomático,Usados,7550
528,1473,SEAT,Ibiza,2018,13678,5,2,6,Diesel,95cv,492,Manual,ACManual,Usados,14900
529,1474,Smart,ForTwo,2015,53000,3,5,6,Gasolina,71cv,400,Manual,ACAutomático,Usados,10490
530,1475,Nissan,Qashqai,2018,92650,5,2,6,Diesel,115cv,505,Manual,ACManual,Usados,18900
531,1476,BMW,225xeActiveTourer,2017,73500,5,5,6,Híbrido(Gasolina),224cv,523,Manual,ACManual,Usados,20500
532,1477,Opel,Corsa,2007,320000,3,5,6,Diesel,90cv,1598,Manual,ACManual,Usados,3490
533,1478,Nissan,Leaf,2019,15,5,5,5,Eléctrico,150cv,1991,Automática,ACManual,Usados,30990
534,1479,Renault,Captur,2016,120300,5,5,6,Diesel,110cv,1995,Manual,ACManual,Usados,14500
535,148,BMW,520,2009,182000,5,4,6,Diesel,177cv,1995,Manual,ACManual,Usados,13000
536,1480,Renault,MéganeSportTourer,2010,190000,5,5,6,Diesel,110cv,1500,Manual,ACManual,Usados,9750
537,1481,Opel,Astra,2010,178500,5,5,5,Diesel,125cv,1598,Manual,ACManual,Usados,8750
538,1482,Volvo,V50,2007,247000,5,5,5,Diesel,110cv,1496,Manual,ACAutomático,Usados,5950
539,1483,Peugeot,504,1982,136000,5,5,4,Diesel,80cv,1600,Manual,ACManual,Usados,4750
540,1484,VW,PassatVariant,2011,190000,5,5,6,Diesel,140cv,1461,Manual,ACIndependente,Usados,12250
541,1485,Smart,ForTwo,2006,93480,3,2,5,Gasolina,61cv,1364,Manual,ACAutomático,Usados,3990
542,1486,Citroën,C2,2007,140000,3,4,5,Gasolina,60cv,1686,Manual,ACIndependente,Usados,3490
543,1487,Ford,FocusSW,2009,181000,5,5,6,Diesel,110cv,1199,Manual,ACAutomático,Usados,5990
544,1488,Ford,FocusSW,2013,174000,5,5,8,Diesel,110cv,2143,Automática,ACAutomático,Usados,9450
545,1489,BMW,125,2013,145500,5,5,6,Diesel,218cv,3000,Manual,ACAutomático,Usados,27500
546,149,Audi,A7,2017,50000,2,7,6,Diesel,320cv,1500,Manual,ACManual,Usados,59990
547,1490,Peugeot,508SW,2011,125000,5,5,5,Diesel,140cv,1600,Manual,ACIndependente,Usados,12500
548,1491,UMM,ALTERII4WDHardtop100/121,1993,198000,3,6,5,Diesel,73cv,1560,Manual,ACAutomático,Usados,9900
549,1492,AlfaRomeo,MiTo,2012,175000,3,5,7,Diesel,85cv,1199,Manual,ACAutomático,Usados,7500
550,1493,Tesla,ModelS,2015,87000,5,5,5,Eléctrico,772cv,1461,Manual,ACAutomático,Usados,70000
551,1494,BMW,Z4,2016,33238,2,2,7,Gasolina,245cv,1000,Manual,ACAutomático,Usados,37000
552,1495,Fiat,500C,2013,76845,3,4,7,Diesel,95cv,1598,Manual,ACAutomático,Usados,9900
553,1496,Renault,Espace,2015,106360,5,5,7,Diesel,160cv,1500,Manual,ACManual,Usados,20900
554,1497,Peugeot,2008,2014,36000,5,5,5,Diesel,92cv,1968,Automática,ACAutomático,Usados,12900
555,1498,Renault,MéganeSportTourer,2019,25000,5,5,6,Diesel,115cv,492,Manual,ACManual,Usados,21900
556,1499,Mercedes-Benz,C350,2018,52485,5,5,6,Híbrido(Gasolina),279cv,400,Manual,ACAutomático,Usados,38900
557,15,Ligier,JS50,2020,1,5,5,6,Diesel,8cv,492,Manual,ACManual,Usados,13950
558,150,BMW,320,2011,189000,5,5,6,Diesel,184cv,1598,Manual,ACManual,Usados,23250
559,1500,Volvo,V40,2015,128000,5,5,5,Diesel,115cv,505,Manual,ACManual,Usados,14500
560,1501,Opel,Corsa,2010,118000,3,5,6,Gasolina,100cv,523,Manual,ACManual,Usados,5650
561,1502,Mercedes-Benz,C200,2014,120000,5,5,6,Diesel,136cv,1598,Manual,ACManual,Usados,16990
562,1503,Audi,A1,2010,215000,4,5,6,Diesel,77cv,1991,Automática,ACManual,Usados,15000
563,1504,Audi,A4Avant,2005,286000,5,5,5,Diesel,140cv,1995,Manual,ACManual,Usados,6290
564,1505,Jaguar,XJ,2017,85000,5,5,6,Diesel,300cv,1500,Manual,ACManual,Usados,75000
565,1506,Nissan,Qashqai+2,2010,221654,5,7,6,Diesel,106cv,1496,Manual,ACAutomático,Usados,8800
566,1507,BMW,645,2004,255000,5,5,6,GPL,360cv,1600,Manual,ACManual,Usados,26999
567,1508,BMW,520,2009,160891,5,5,5,Diesel,177cv,1461,Manual,ACIndependente,Usados,15490
568,1509,Toyota,AurisTouringSports,2018,159574,2,5,5,Diesel,90cv,1364,Manual,ACAutomático,Usados,18000
569,151,Lancia,Thema,2013,63500,5,5,7,Diesel,240cv,1496,Manual,ACAutomático,Usados,27990
570,1510,VW,Up!,2012,50000,4,5,5,GPL,75cv,1686,Manual,ACIndependente,Usados,7850
571,1511,Opel,Astra,2019,10,4,5,5,Diesel,105cv,1199,Manual,ACAutomático,Usados,22990
572,1512,Opel,Astra,2019,10,5,5,5,Diesel,105cv,2143,Automática,ACAutomático,Usados,22990
573,1513,Ford,Focus,2008,321000,5,5,8,Diesel,90cv,3000,Manual,ACAutomático,Usados,2900
574,1514,BMW,X4,2019,14000,3,5,6,Diesel,190cv,1600,Manual,ACIndependente,Usados,65500
575,1515,VW,GolfVariant,2011,229000,5,4,6,Diesel,105cv,1560,Manual,ACAutomático,Usados,6650
576,1516,MINI,Cooper,2015,131065,5,5,6,Diesel,110cv,1199,Manual,ACAutomático,Usados,17900
577,1517,Peugeot,3008,2018,45000,5,5,8,Diesel,120cv,1461,Manual,ACAutomático,Usados,28000
578,1518,Renault,Mégane,2009,230000,5,5,5,Diesel,90cv,1000,Manual,ACAutomático,Usados,5250
579,1519,Peugeot,308,2017,18000,5,5,6,Diesel,100cv,1598,Manual,ACAutomático,Usados,16980
580,152,BMW,320,2014,152746,4,5,7,Diesel,163cv,1600,Manual,ACManual,Usados,18990
581,1520,Volvo,XC60,2016,40750,5,4,6,Diesel,190cv,1500,Manual,ACManual,Usados,35750
582,1521,Mercedes-Benz,A180,2017,47000,4,5,5,Diesel,109cv,1968,Automática,ACAutomático,Usados,20450
583,1522,Lancia,Beta,1983,68000,5,5,5,Gasolina,85cv,492,Manual,ACManual,Usados,15000
584,1523,Audi,A5Sportback,2011,105400,2,5,5,Diesel,143cv,400,Manual,ACAutomático,Usados,17950
585,1524,BMW,116,2012,154000,5,4,6,Diesel,116cv,505,Manual,ACManual,Usados,11890
586,1525,Audi,A4,2015,90000,4,5,5,Diesel,150cv,523,Manual,ACManual,Usados,24000
587,1526,Ford,C-Max,2014,81500,5,5,6,Gasolina,125cv,1496,Manual,ACAutomático,Usados,10750
588,1527,BMW,120,2008,239000,5,5,5,Diesel,177cv,1600,Manual,ACManual,Usados,11500
589,1528,Opel,AstraSportsTourer,2010,183345,5,5,5,Diesel,125cv,1461,Manual,ACIndependente,Usados,7950
590,1529,Renault,ClioBreak,2008,156850,5,5,5,Diesel,85cv,1364,Manual,ACAutomático,Usados,5180
591,153,Audi,Q5,2009,177000,5,4,6,Diesel,170cv,1461,Manual,ACIndependente,Usados,16990
592,1530,Renault,Clio,2005,185450,5,5,8,Gasolina,75cv,1686,Manual,ACIndependente,Usados,2760
593,1531,Chrysler,300C,2007,286000,5,4,6,Diesel,218cv,1199,Manual,ACAutomático,Usados,16900
594,1532,BMW,420GranCoupé,2015,189000,3,5,6,Diesel,190cv,2143,Automática,ACAutomático,Usados,20999
595,1533,MINI,Cooper,2015,145000,5,5,5,Diesel,116cv,3000,Manual,ACAutomático,Usados,14989
596,1534,Kia,Rio,2017,143888,4,5,5,Diesel,75cv,1600,Manual,ACIndependente,Usados,10500
597,1535,Renault,Clio,2002,211000,5,5,5,Diesel,65cv,1560,Manual,ACAutomático,Usados,3500
598,1536,Mercedes-Benz,A180Limousine,2019,6500,5,5,5,Diesel,116cv,1199,Manual,ACAutomático,Usados,33000
599,1537,BMW,X5,2008,162000,5,5,8,Diesel,285cv,1461,Manual,ACAutomático,Usados,22500
600,1538,Aixam,A721,2007,9540,5,5,6,Diesel,4cv,1000,Manual,ACAutomático,Usados,6500
601,1539,Audi,A6Allroad,2007,317000,5,5,6,Diesel,233cv,1598,Manual,ACAutomático,Usados,12750
602,154,Jaguar,XE,2016,146797,5,5,6,Diesel,163cv,1364,Manual,ACAutomático,Usados,20990
603,1540,Suzuki,SX4,2010,134208,2,5,6,Diesel,90cv,1500,Manual,ACManual,Usados,9990
604,1541,Ford,FocusSW,2006,246955,5,5,6,Diesel,109cv,1968,Automática,ACAutomático,Usados,2750
605,1542,Peugeot,2008,2015,66000,5,2,6,Gasolina,82cv,492,Manual,ACManual,Usados,12000
606,1543,Audi,A5,2008,275000,5,2,7,Diesel,190cv,400,Manual,ACAutomático,Usados,16490
607,1544,VW,GolfVariant,2016,71000,5,5,5,Diesel,110cv,505,Manual,ACManual,Usados,13950
608,1545,Peugeot,206,1999,120000,5,5,5,Gasolina,135cv,1496,Manual,ACAutomático,Usados,4900
609,1546,Peugeot,508RXH,2012,200000,3,4,6,Híbrido(Diesel),200cv,1600,Manual,ACManual,Usados,13750
610,1547,Toyota,Yaris,2008,70000,3,5,5,Gasolina,69cv,1461,Manual,ACIndependente,Usados,5980
611,1548,Mercedes-Benz,E250,2010,91400,5,4,6,Diesel,204cv,1364,Manual,ACAutomático,Usados,21000
612,1549,Renault,Clio,2015,115073,5,5,6,Diesel,75cv,1686,Manual,ACIndependente,Usados,9950
613,155,Nissan,Qashqai,2018,73400,5,5,6,Diesel,110cv,1686,Manual,ACIndependente,Usados,21350
614,1550,Opel,InsigniaSportsTourer,2010,176000,5,5,5,Diesel,130cv,1199,Manual,ACAutomático,Usados,8750
615,1551,VW,Polo,2011,93000,2,5,6,Diesel,75cv,2143,Automática,ACAutomático,Usados,7750
616,1552,BMW,i8,2015,49900,5,4,6,Híbrido(Gasolina),365cv,3000,Manual,ACAutomático,Usados,72000
617,1553,Peugeot,508SW,2015,84125,5,5,9,Diesel,204cv,1600,Manual,ACIndependente,Usados,20900
618,1554,Lancia,LybraSW,2004,258000,5,5,9,Diesel,115cv,1560,Manual,ACAutomático,Usados,2599
619,1555,Peugeot,3008,2017,159000,3,5,5,Diesel,120cv,1199,Manual,ACAutomático,Usados,21990
620,1556,Mercedes-Benz,E350,2010,129000,2,5,6,Diesel,231cv,1461,Manual,ACAutomático,Usados,21490
621,1557,Peugeot,207CC,2007,192000,5,5,6,Diesel,110cv,1000,Manual,ACAutomático,Usados,6900
622,1558,Mazda,MX-5,2018,29800,5,5,5,Gasolina,131cv,1598,Manual,ACAutomático,Usados,23900
623,1559,Mercedes-Benz,S350,2018,29000,5,5,5,Diesel,286cv,1500,Manual,ACManual,Usados,79900
624,156,BMW,320,2017,140254,5,5,7,Diesel,190cv,1199,Manual,ACAutomático,Usados,24950
625,1560,BMW,320,2019,15000,5,7,5,Diesel,190cv,1968,Automática,ACAutomático,Usados,46980
626,1561,Peugeot,308SW,2015,87000,5,5,5,Diesel,120cv,492,Manual,ACManual,Usados,14480
627,1562,Peugeot,208,2018,56000,3,5,5,Gasolina,82cv,400,Manual,ACAutomático,Usados,10980
628,1563,Lancia,Musa,2009,165000,4,5,5,Diesel,90cv,505,Manual,ACManual,Usados,5500
629,1564,Suzuki,Vitara,2000,157000,5,2,7,Diesel,75cv,523,Manual,ACManual,Usados,6690
630,1565,Nissan,Navara,2007,78000,3,5,5,Diesel,174cv,1598,Manual,ACManual,Usados,18950
631,1566,Volvo,S40,2012,188000,4,5,6,Diesel,115cv,1496,Manual,ACAutomático,Usados,11500
632,1567,Toyota,AurisTouringSports,2014,170000,5,5,6,Diesel,90cv,1600,Manual,ACManual,Usados,10500
633,1568,Citroën,C3,2017,22819,5,5,6,Gasolina,82cv,1461,Manual,ACIndependente,Usados,11000
634,1569,Mercedes-Benz,A180,2016,66000,5,5,6,Diesel,109cv,1364,Manual,ACAutomático,Usados,19480
635,157,Peugeot,3008,2017,140898,5,5,6,Diesel,120cv,2143,Automática,ACAutomático,Usados,22990
636,1570,Citroën,C4GrandPicasso,2014,165000,5,7,5,Diesel,115cv,1686,Manual,ACIndependente,Usados,12900
637,1571,Dacia,Lodgy,2020,500,3,2,7,Diesel,115cv,1199,Manual,ACAutomático,Usados,18900
638,1572,Opel,Corsa,2009,230000,5,5,6,Diesel,75cv,2143,Automática,ACAutomático,Usados,3850
639,1573,VW,T-Roc,2017,21000,5,4,7,Diesel,150cv,3000,Manual,ACAutomático,Usados,28600
640,1574,BMW,X1,2014,82404,5,4,5,Diesel,116cv,1600,Manual,ACIndependente,Usados,19000
641,1575,Mazda,CX-5,2019,25000,3,7,6,Diesel,150cv,1560,Manual,ACAutomático,Usados,27990
642,1576,Mercedes-Benz,E350,2009,144000,3,5,8,Diesel,230cv,1199,Manual,ACAutomático,Usados,19350
643,1577,Mercedes-Benz,C220,2015,200000,5,7,6,Diesel,170cv,1461,Manual,ACAutomático,Usados,19800
644,1578,Fiat,500C,2018,20000,5,5,6,Gasolina,69cv,1000,Manual,ACAutomático,Usados,12500
645,1579,Peugeot,5008,2017,139000,5,5,6,Diesel,120cv,1598,Manual,ACAutomático,Usados,26990
646,158,Audi,A5Sportback,2017,110742,5,5,5,Diesel,190cv,3000,Manual,ACAutomático,Usados,34500
647,1580,Peugeot,3008,2018,30700,5,5,5,Diesel,120cv,1500,Manual,ACManual,Usados,29990
648,1581,Renault,Espace,2015,139000,5,7,5,Diesel,160cv,1968,Automática,ACAutomático,Usados,22990
649,1582,Mercedes-Benz,C220,2016,95900,5,5,6,Diesel,170cv,492,Manual,ACManual,Usados,29750
650,1583,MINI,One,2017,79000,5,5,6,Diesel,95cv,400,Manual,ACAutomático,Usados,14990
651,1584,SEAT,Leon,2015,165000,3,4,6,Diesel,105cv,505,Manual,ACManual,Usados,13990
652,1585,Citroën,C4GrandPicasso,2016,166000,5,4,5,Diesel,150cv,523,Manual,ACManual,Usados,18990
653,1586,MINI,Cooper,2015,114725,5,5,5,Diesel,116cv,1598,Manual,ACManual,Usados,16950
654,1587,Skoda,OctaviaBreak,2006,180000,3,5,6,Gasolina,75cv,1991,Automática,ACManual,Usados,3290
655,1588,Fiat,500C,2016,54500,3,5,5,Gasolina,69cv,1496,Manual,ACAutomático,Usados,11300
656,1589,Renault,Clio,2008,186000,5,7,8,Diesel,85cv,1600,Manual,ACManual,Usados,5000
657,159,Renault,ClioSportTourer,2015,115609,5,5,6,Diesel,90cv,1600,Manual,ACIndependente,Usados,11750
658,1590,LandRover,Discovery,2017,59800,5,5,8,Diesel,240cv,1461,Manual,ACIndependente,Usados,62000
659,1591,BMW,320GranTurismo,2017,91000,5,5,6,Diesel,190cv,1364,Manual,ACAutomático,Usados,28500
660,1592,BMW,116,2014,69000,5,5,6,Diesel,116cv,1686,Manual,ACIndependente,Usados,15250
661,1593,VW,Golf,2002,365000,5,5,6,Diesel,130cv,1199,Manual,ACAutomático,Usados,4950
662,1594,BMW,116,2015,152800,5,5,6,Diesel,116cv,2143,Automática,ACAutomático,Usados,14450
663,1595,Peugeot,3008,2013,97000,5,4,6,Diesel,114cv,3000,Manual,ACAutomático,Usados,12450
664,1596,BMW,220,2015,38000,2,5,8,Diesel,190cv,1600,Manual,ACIndependente,Usados,28450
665,1597,Audi,A5Sportback,2012,86000,5,5,6,Diesel,143cv,1560,Manual,ACAutomático,Usados,23450
666,1598,SEAT,Arona,2019,25000,5,5,6,Gasolina,115cv,1199,Manual,ACAutomático,Usados,16250
667,1599,MINI,Countryman,2010,150000,5,5,7,Diesel,112cv,1461,Manual,ACAutomático,Usados,13000
668,16,Aixam,Crossline,2007,50000,2,5,4,Diesel,4cv,400,Manual,ACAutomático,Usados,3500
669,160,Renault,MéganeSportTourer,2016,51354,5,5,7,Diesel,110cv,1560,Manual,ACAutomático,Usados,12950
670,1600,Tesla,Model3,2019,39863,4,5,6,Eléctrico,480cv,1000,Manual,ACAutomático,Usados,59900
671,1601,Mercedes-Benz,CLA220,2014,97000,5,4,6,Diesel,170cv,1598,Manual,ACAutomático,Usados,24600
672,1602,VW,EOS,2006,157373,2,5,6,Diesel,140cv,1500,Manual,ACManual,Usados,9850
673,1603,BMW,118,2012,198000,5,5,6,Diesel,143cv,1968,Automática,ACAutomático,Usados,13400
674,1604,Nissan,Qashqai,2016,94672,5,4,5,Diesel,110cv,492,Manual,ACManual,Usados,16900
675,1605,Porsche,997,2009,183500,2,5,6,Gasolina,320cv,400,Manual,ACAutomático,Usados,53000
676,1606,BMW,Z4,2013,73000,2,5,6,Gasolina,184cv,505,Manual,ACManual,Usados,27000
677,1607,Chrysler,300C,2008,159860,5,5,6,Diesel,218cv,523,Manual,ACManual,Usados,15450
678,1608,Nissan,Note,2014,104000,5,5,7,Gasolina,80cv,1598,Manual,ACManual,Usados,9450
679,1609,Peugeot,508SW,2014,86797,5,5,6,Diesel,115cv,1991,Automática,ACManual,Usados,15900
680,161,Mercedes-Benz,CLA180,2015,143330,5,5,6,Diesel,109cv,1199,Manual,ACAutomático,Usados,21990
681,1610,Peugeot,308SW,2017,80594,5,4,6,Diesel,120cv,1995,Manual,ACManual,Usados,22900
682,1611,Nissan,Qashqai,2017,126018,5,5,8,Diesel,110cv,1500,Manual,ACManual,Usados,19750
683,1612,Suzuki,Alto,2009,168000,5,5,4,Gasolina,68cv,1496,Manual,ACAutomático,Usados,4750
684,1613,Smart,ForTwo,2016,12800,3,2,6,Gasolina,70cv,1600,Manual,ACManual,Usados,9450
685,1614,Kia,CeedSW,2019,55000,5,5,6,Diesel,136cv,1461,Manual,ACIndependente,Usados,22950
686,1615,VW,Polo,2010,134000,5,5,5,Gasolina,69cv,1364,Manual,ACAutomático,Usados,6450
687,1616,Peugeot,308SW,2014,81500,5,5,6,Diesel,92cv,1686,Manual,ACIndependente,Usados,10950
688,1617,BMW,216ActiveTourer,2015,121000,5,5,6,Diesel,116cv,1199,Manual,ACAutomático,Usados,16500
689,1618,VW,GolfVariant,2017,37000,5,5,5,Diesel,115cv,2143,Automática,ACAutomático,Usados,20890
690,1619,Fiat,500L,2013,83600,5,1,6,Gasolina,80cv,3000,Manual,ACAutomático,Usados,11990
691,162,Mercedes-Benz,C180,2015,82171,5,5,6,Diesel,116cv,1461,Manual,ACAutomático,Usados,20990
692,1620,BMW,320,2014,173000,5,5,6,Diesel,184cv,1600,Manual,ACIndependente,Usados,16850
693,1621,Volvo,V50,2005,177885,5,5,6,Diesel,109cv,1560,Manual,ACAutomático,Usados,6900
694,1622,Mercedes-Benz,C200,2015,171000,5,5,5,Diesel,136cv,1199,Manual,ACAutomático,Usados,17850
695,1623,Volvo,C70,2006,241000,5,5,6,Diesel,180cv,1461,Manual,ACAutomático,Usados,11000
696,1624,Renault,Clio,2010,171000,3,4,6,Diesel,160cv,1000,Manual,ACAutomático,Usados,12500
697,1625,BMW,320,2009,270000,5,5,6,Diesel,177cv,1598,Manual,ACAutomático,Usados,16500
698,1626,Saab,9-3,2001,130000,5,5,5,Diesel,125cv,1500,Manual,ACManual,Usados,5000
699,1627,Ford,FocusSW,2006,117000,3,4,5,Diesel,109cv,1968,Automática,ACAutomático,Usados,4500
700,1628,Audi,A3Sportback,2013,150000,5,5,5,Diesel,105cv,492,Manual,ACManual,Usados,16000
701,1629,Mitsubishi,Pajero,2000,259200,5,5,5,Diesel,165cv,400,Manual,ACAutomático,Usados,13900
702,163,Peugeot,308SW,2016,150251,5,4,7,Diesel,120cv,1000,Manual,ACAutomático,Usados,14990
703,1630,BMW,X1,2018,53000,2,5,6,Diesel,116cv,505,Manual,ACManual,Usados,31750
704,1631,Peugeot,508SW,2017,29892,5,5,6,Diesel,120cv,523,Manual,ACManual,Usados,17490
705,1632,Renault,Kadjar,2020,10,5,5,6,Diesel,115cv,1496,Manual,ACAutomático,Usados,30250
706,1633,Citroën,C3,2018,5900,5,5,5,Gasolina,82cv,1600,Manual,ACManual,Usados,12400
707,1634,Peugeot,206,2002,25000,3,5,8,Gasolina,60cv,1461,Manual,ACIndependente,Usados,3500
708,1635,BMW,640GranCoupé,2013,220000,5,5,6,Diesel,312cv,1364,Manual,ACAutomático,Usados,39800
709,1636,MINI,Clubman,2016,112000,5,2,5,Diesel,116cv,1686,Manual,ACIndependente,Usados,14880
710,1637,Honda,Civic,2009,66110,2,5,7,Gasolina,100cv,1199,Manual,ACAutomático,Usados,9300
711,1638,MG,TF,2005,120470,5,5,6,Gasolina,116cv,2143,Automática,ACAutomático,Usados,6600
712,1639,Mercedes-Benz,E220,2007,310000,5,5,6,Diesel,170cv,3000,Manual,ACAutomático,Usados,9750
713,164,Peugeot,3008,2017,158566,5,4,8,Diesel,120cv,1598,Manual,ACAutomático,Usados,21990
714,1640,AlfaRomeo,Giulietta,2012,183000,5,5,6,Diesel,140cv,1600,Manual,ACIndependente,Usados,9990
715,1641,MINI,Clubman,2009,186000,5,5,6,Diesel,109cv,1560,Manual,ACAutomático,Usados,8990
716,1642,Peugeot,508SW,2014,279123,5,5,5,Diesel,115cv,1199,Manual,ACAutomático,Usados,10750
717,1643,Mercedes-Benz,C220,2016,110000,4,5,5,Diesel,170cv,1461,Manual,ACAutomático,Usados,29000
718,1644,Ford,FocusSW,2020,600,5,5,5,Diesel,120cv,1000,Manual,ACAutomático,Usados,26990
719,1645,Opel,Astra,2019,10,5,5,6,Diesel,105cv,1598,Manual,ACAutomático,Usados,22990
720,1646,SEAT,Ibiza,2018,53000,5,5,6,Diesel,95cv,1500,Manual,ACManual,Usados,12990
721,1647,Renault,Clio,2018,102000,5,5,5,Diesel,90cv,1968,Automática,ACAutomático,Usados,12990
722,1648,SEAT,Ibiza,2018,48000,5,5,5,Gasolina,75cv,492,Manual,ACManual,Usados,10000
723,1649,MINI,Clubman,2016,105000,5,5,5,Diesel,150cv,400,Manual,ACAutomático,Usados,19900
724,165,BMW,i3,2014,115069,5,5,6,Híbrido(Gasolina),102cv,1500,Manual,ACManual,Usados,15990
725,1650,BMW,116,2018,53000,5,5,6,Diesel,116cv,505,Manual,ACManual,Usados,18490
726,1651,Ford,FocusSW,2018,68000,5,5,6,Diesel,120cv,523,Manual,ACManual,Usados,16990
727,1652,SEAT,Ibiza,2018,49000,5,7,5,Gasolina,75cv,1598,Manual,ACManual,Usados,10490
728,1653,SEAT,Ibiza,2018,56000,5,5,5,Diesel,95cv,1991,Automática,ACManual,Usados,12990
729,1654,SEAT,Ibiza,2018,56000,5,5,6,Gasolina,75cv,1995,Manual,ACManual,Usados,10250
730,1655,Peugeot,308SW,2014,97000,5,5,8,Diesel,115cv,1500,Manual,ACManual,Usados,14250
731,1656,VW,Polo,2000,202000,5,5,6,Gasolina,55cv,1598,Manual,ACManual,Usados,1350
732,1657,Mitsubishi,L200,2007,152000,2,4,6,Diesel,136cv,1496,Manual,ACAutomático,Usados,14500
733,1658,Renault,Mégane,2019,800,5,5,6,Gasolina,300cv,1600,Manual,ACManual,Usados,42750
734,1659,Ford,Fiesta,2014,175000,3,5,5,Gasolina,182cv,1461,Manual,ACIndependente,Usados,13000
735,166,AlfaRomeo,Giulietta,2010,86000,5,5,8,Gasolina,170cv,1968,Automática,ACAutomático,Usados,13950
736,1660,VW,GolfVariant,2012,113000,5,5,6,Diesel,105cv,1364,Manual,ACAutomático,Usados,8950
737,1661,Nissan,Qashqai,2015,140000,5,5,6,Diesel,110cv,1686,Manual,ACIndependente,Usados,14750
738,1662,Mercedes-Benz,E250,2010,178000,3,4,5,Diesel,204cv,1199,Manual,ACAutomático,Usados,18750
739,1663,Smart,ForTwo,2015,62233,3,2,6,Gasolina,71cv,2143,Automática,ACAutomático,Usados,8490
740,1664,Peugeot,207,2011,87000,5,5,5,Gasolina,95cv,3000,Manual,ACAutomático,Usados,5900
741,1665,Audi,A3Sportback,2017,84705,5,5,5,Diesel,115cv,1600,Manual,ACIndependente,Usados,18490
742,1666,Peugeot,308SW,2018,85109,5,5,6,Diesel,100cv,1560,Manual,ACAutomático,Usados,14890
743,1667,VW,PassatVariant,1993,430000,5,5,8,Diesel,80cv,1199,Manual,ACAutomático,Usados,1000
744,1668,AlfaRomeo,147,2001,270000,5,5,5,Diesel,115cv,1461,Manual,ACAutomático,Usados,2450
745,1669,BMW,320,2005,242000,5,5,7,Diesel,163cv,1000,Manual,ACAutomático,Usados,9500
746,167,BMW,i3,2014,49851,5,5,5,Eléctrico,102cv,492,Manual,ACManual,Usados,15990
747,1670,Mercedes-Benz,E220,2017,17000,5,5,5,Diesel,194cv,1598,Manual,ACAutomático,Usados,40900
748,1671,VW,Polo,2005,146000,5,5,7,Diesel,75cv,1500,Manual,ACManual,Usados,6500
749,1672,Audi,A6Avant,2015,200600,5,5,6,Diesel,190cv,1968,Automática,ACAutomático,Usados,26999
750,1673,Mercedes-Benz,B150,2008,176000,5,5,8,Gasolina,95cv,492,Manual,ACManual,Usados,9980
751,1674,Honda,Jazz,2009,116000,2,4,5,Gasolina,90cv,400,Manual,ACAutomático,Usados,5990
752,1675,Fiat,Fiorino,2009,280812,5,5,5,Diesel,75cv,505,Manual,ACManual,Usados,4500
753,1676,Mazda,6,2009,183000,5,5,7,Diesel,185cv,523,Manual,ACManual,Usados,7750
754,1677,Fiat,Croma,2006,268000,2,5,6,Diesel,150cv,1598,Manual,ACManual,Usados,3800
